"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00463","Eco Router","Compact design",17.97,660.68
"PR00464","Solar Smart Glasses","Energy efficient",7.39,59.56
"PR00465","Vintage Mouse","High quality",8.02,984.47
"PR00466","Slim Smartwatch","Ergonomic",6.95,608.26
"PR00467","Touch Drone","Versatile use",4.19,367.15
"PR00468","Pro Printer","Versatile use",19.85,638.04
"PR00469","Slim Mouse","Durable",15.4,887.71
"PR00470","Ultra-Light Desk Lamp","Compact design",2.6,69.77
"PR00471","Foldable Monitor","Durable",3.21,286.09
"PR00472","SD Drone","Eco-friendly",3.66,544.28
"PR00473","Noise-Cancelling Nintendo","User-friendly",17.26,591.28
"PR00474","Advanced VR Headset","Ergonomic",13.39,751.67
"PR00475","Wireless VR Headset","Energy efficient",10.88,769.43
"PR00476","Compact Earbuds","Energy efficient",6.05,683.32
"PR00477","Noise-Cancelling Mouse","Sleek and modern",11.41,826.61
"PR00478","Sleek Smartwatch","Sleek and modern",11.56,861.55
"PR00479","Solar Laptop","Ergonomic",19.03,549.49
"PR00480","Rugged Camera","Versatile use",8.81,932.64
"PR00481","Retro Headphones","Durable",10.88,239.48
"PR00482","Ultra-Light Smartwatch","User-friendly",16.85,69.89
"PR00483","Retro External Hard Drive","High quality",3.38,398.65
"PR00484","Heavy-Duty Fitness Tracker","Eco-friendly",17.66,996.89
"PR00485","Gaming Tablet","Ergonomic",13.85,543.48
"PR00486","Wireless Smartphone","Compact design",14.84,78.11
"PR00487","Mini eReader","Energy efficient",3.8,581.06
"PR00488","Waterproof Gaming Chair","Sleek and modern",18.95,617.37
"PR00489","Budget Headphones","Ergonomic",7.97,339.8
"PR00490","Portable Fitness Tracker","User-friendly",6.2,441.54
"PR00491","Pro Earbuds","Eco-friendly",0.62,924.86
"PR00492","High-Performance Laptop","Eco-friendly",11.96,656.85
"PR00493","AI-Powered Printer","Innovative technology",16.38,356.03
"PR00494","Rugged Monitor","Ergonomic",0.52,452.34
"PR00495","Compact Smart Speaker","Compact design",7.03,608.27
"PR00496","Retro Fitness Tracker","Eco-friendly",17.81,592.14
"PR00497","Advanced Action Cam","Durable",3.77,959.97
"PR00498","Dual-Screen Recorder","Eco-friendly",4.88,625.38
"PR00499","Advanced Router","Energy efficient",8.55,65.57
"PR00500","Retro Action Cam","Eco-friendly",7.84,190.41
"PR00501","Foldable Recorder","Innovative technology",7.36,853.82
"PR00502","Rugged Smart Glasses","Durable",15.77,462.1
"PR00503","Rugged Printer","Innovative technology",14.96,890.53
"PR00504","Ergonomic Keyboard","Innovative technology",14.73,424.98
"PR00505","Wireless Desk Lamp","Innovative technology",15.22,802.3
"PR00506","Mini Gaming Chair","User-friendly",17.71,892.95
"PR00507","Advanced Tablet","Ergonomic",2.55,705.86
"PR00508","Gaming Action Cam","Durable",18.39,355.08
"PR00509","Budget Laptop","Compact design",8.15,22.99
"PR00510","High-Speed Headphones","Compact design",8.93,602.18
"PR00511","Wireless Laptop","Eco-friendly",6.39,190.5
"PR00512","Ultra-Light VR Headset","Innovative technology",11.93,257.27
"PR00513","Foldable VR Headset","High quality",9.07,725.19
"PR00514","Foldable Camera","Innovative technology",9.74,634.77
"PR00515","Waterproof Smartwatch","Eco-friendly",13.34,190.59
"PR00516","Heavy-Duty eReader","Versatile use",1.55,943.02
"PR00517","High-Performance Desk Lamp","Innovative technology",13.34,649.11
"PR00518","Sleek Mouse","Compact design",10.66,436.87
"PR00519","Ergonomic Laptop","Eco-friendly",5.66,879.03
"PR00520","Noise-Cancelling Laptop","Eco-friendly",6.5,253.39
"PR00521","Dual-Screen Mouse","Versatile use",4.96,742.82
"PR00522","Foldable Keyboard","Compact design",6.66,577.55
"PR00523","Ultra Desk Lamp","High quality",5.42,258.8
"PR00524","Gaming Tablet","Eco-friendly",8.93,589.01
"PR00525","Pro Mouse","Durable",5.86,254.04
"PR00526","Budget Earbuds","High quality",19.18,24.38
"PR00527","Touch Camera","Durable",5.98,441.06
"PR00528","High-Performance Gaming Chair","User-friendly",5.92,205.3
"PR00529","Eco Router","Innovative technology",19.39,958.51
"PR00530","Rugged Smartwatch","Durable",4.49,471.93
"PR00531","HD Headphones","High quality",12.12,224.24
"PR00532","Touch VR Headset","High quality",12.48,621.33
"PR00533","Ultra Laptop","User-friendly",17.62,689.33
"PR00534","Multi-Function Smart Glasses","User-friendly",13.91,605.42
"PR00535","Compact VR Headset","Ergonomic",13.57,680.93
"PR00536","Noise-Cancelling Nintendo","Ergonomic",13.61,921.53
"PR00537","HD Gaming Chair","Eco-friendly",10.41,85.47
"PR00538","Heavy-Duty Headphones","Sleek and modern",13.07,642.36
"PR00539","Budget Laptop","Sleek and modern",18.86,547.21
"PR00540","HD Router","Innovative technology",17.95,558.74
"PR00541","Ultra-Light Laptop","Innovative technology",14.71,485.96
"PR00542","Magnetic Power Bank","Compact design",14.42,410.03
"PR00543","Ergonomic Mouse","Sleek and modern",14.25,414.34
"PR00544","SD Smartphone","Innovative technology",12.63,879.79
"PR00545","Solar Tablet","Innovative technology",12.51,544.08
"PR00546","Ultra-Light Gaming Chair","Energy efficient",1.71,429.35
"PR00547","High-Speed Smartwatch","Durable",9.47,291.02
"PR00548","Rugged Gaming Chair","Innovative technology",6.35,662.52
"PR00549","High-Performance Router","Durable",4.9,313.6
"PR00550","Budget Camera","User-friendly",5.97,84.98
"PR00551","Portable Smart Glasses","Innovative technology",8.6,361.46
"PR00552","Wireless eReader","Innovative technology",5.34,282.05
"PR00553","SE Smartwatch","Ergonomic",17.06,735.86
"PR00554","Heavy-Duty Router","Durable",14.32,44.24
"PR00555","Solar Drone","Ergonomic",6.07,179.95
"PR00556","AI-Powered Fitness Tracker","High quality",6.33,46.75
"PR00557","Portable Printer","Ergonomic",16.39,171.31
"PR00558","Touch VR Headset","Versatile use",17.02,284.31
"PR00559","Magnetic Smartwatch","User-friendly",1.46,875.33
"PR00560","Multi-Function Desk Lamp","High quality",12.9,81.28
"PR00561","Noise-Cancelling Headphones","High quality",3.39,159.12
"PR00562","Ergonomic Smartphone","Ergonomic",6.23,811.32
"PR00563","Multi-Function Laptop","Sleek and modern",13.98,218.17
"PR00564","Mini Keyboard","Energy efficient",17.92,506.85
"PR00565","Eco VR Headset","Sleek and modern",2.36,70.26
"PR00566","Budget Desk Lamp","Compact design",12.49,738.49
"PR00567","Lite Keyboard","Ergonomic",5.71,370.79
"PR00568","Rugged Router","Compact design",17.22,718.34
"PR00569","Sleek External Hard Drive","Ergonomic",12.96,981.08
"PR00570","Wireless Camera","Compact design",13.88,833.47
"PR00571","Eco Smart Glasses","User-friendly",10.1,802.69
"PR00572","Compact Drone","Compact design",19.79,137.21
"PR00573","High-Speed Monitor","Compact design",3.56,606.33
"PR00574","SD Smartphone","User-friendly",12.92,368.39
"PR00575","Touch Console","Versatile use",10.57,461.54
"PR00576","SE eReader","High quality",6.74,114.39
"PR00577","Dual-Screen Smartwatch","Eco-friendly",15.69,463.45
"PR00578","High-Speed Smartwatch","Sleek and modern",4.23,428.74
"PR00579","Noise-Cancelling Camera","Energy efficient",15.76,641.99
"PR00580","Ultra Laptop","Ergonomic",9.37,796.04
"PR00581","Waterproof eReader","Compact design",7.53,949.1
"PR00582","Gaming Tablet","Versatile use",4.35,540.96
"PR00583","Lite Recorder","Compact design",11.11,225.94
"PR00584","SE Tablet","Ergonomic",1.63,531.31
"PR00585","Pro Smart Glasses","Versatile use",13.93,917.45
"PR00586","SE Recorder","Versatile use",10.87,258.2
"PR00587","Noise-Cancelling Drone","Eco-friendly",17.92,48.89
"PR00588","Lite Laptop","High quality",2.02,196.94
"PR00589","Sleek Action Cam","High quality",19.99,926.54
"PR00590","Ultra-Light Gaming Chair","Energy efficient",13.03,331.42
"PR00591","AI-Powered eReader","Eco-friendly",1.64,881.24
"PR00592","Sleek Tablet","Ergonomic",16.68,922.62
"PR00593","Multi-Function VR Headset","Sleek and modern",17.14,258.93
"PR00594","Vintage Camera","Versatile use",17.5,134.99
"PR00595","High-Performance Desk Lamp","Eco-friendly",9.41,269.25
"PR00596","High-Performance Fitness Tracker","Durable",1.21,359.87
"PR00597","High-Performance Mouse","Ergonomic",17.08,50.55
"PR00598","Lite Desk Lamp","Durable",17.81,882.74
"PR00599","Heavy-Duty Fitness Tracker","Sleek and modern",5.93,940.31
"PR00600","Advanced Drone","High quality",9.84,595.09
"PR00601","Foldable Keyboard","Compact design",7.07,924.5
"PR00602","Ergonomic Desk Lamp","Sleek and modern",4.58,732.08
"PR00603","High-Performance Laptop","Durable",1.1,16.85
"PR00604","Rugged Power Bank","Durable",7.78,227.11
"PR00605","Ergonomic Smart Glasses","User-friendly",15.95,774.2
"PR00606","AI-Powered Tablet","Compact design",13.77,308
"PR00607","High-Performance Earbuds","Durable",2.6,124.11
"PR00608","Touch External Hard Drive","Energy efficient",1.94,620.88
"PR00609","Retro Smart Glasses","Eco-friendly",11.44,59.07
"PR00610","Vintage Drone","Sleek and modern",9.49,108.97
"PR00611","Ergonomic Monitor","Versatile use",9.98,413.13
"PR00612","Gaming VR Headset","User-friendly",3.62,747.46
"PR00613","Retro VR Headset","Compact design",6.78,198.38
"PR00614","Gaming Action Cam","Compact design",9.81,664.9
"PR00615","High-Resolution Laptop","Compact design",19.62,472.23
"PR00616","Gaming Smartwatch","Compact design",9.07,733.21
"PR00617","Slim External Hard Drive","Energy efficient",14.13,176.5
"PR00618","Rugged Printer","High quality",14.06,920.39
"PR00619","Premium Drone","User-friendly",1.34,237.46
"PR00620","Ultra Gaming Chair","Ergonomic",19.9,357.95
"PR00621","Eco Monitor","Ergonomic",18.06,391.47
"PR00622","Ultra-Light Nintendo","Ergonomic",2.24,426.68
"PR00623","Noise-Cancelling Camera","User-friendly",2.96,443.64
"PR00624","Smart Mouse","Compact design",15.76,232.12
"PR00625","Lite Headphones","Eco-friendly",14.94,855.45
"PR00626","Slim Desk Lamp","User-friendly",2.62,110.02
"PR00627","Wireless VR Headset","Versatile use",11.76,429.42
"PR00628","Compact Headphones","Versatile use",1.22,997.55
"PR00629","Advanced Desk Lamp","User-friendly",5.74,119.95
"PR00630","Portable Power Bank","Sleek and modern",18.27,211.98
"PR00631","Budget Laptop","Ergonomic",7.22,283.99
"PR00632","Smart Nintendo","Durable",13.79,196.49
"PR00633","Ergonomic Gaming Chair","Durable",8.14,74.17
"PR00634","Wireless Tablet","Durable",4,367.14
"PR00635","HD Recorder","Innovative technology",16.83,878.91
"PR00636","Magnetic VR Headset","Innovative technology",13.35,952.67
"PR00637","Foldable Action Cam","Eco-friendly",7.47,951.57
"PR00638","Solar VR Headset","Versatile use",15.97,63.09
"PR00639","Gaming Camera","Durable",10.71,679.16
"PR00640","Rugged VR Headset","High quality",10.97,844.89
"PR00641","Rugged Smartwatch","Innovative technology",5.77,757.58
"PR00642","Slim Monitor","Ergonomic",14.62,551.06
"PR00643","Mini Camera","Innovative technology",15.26,190.74
"PR00644","Wireless Camera","Sleek and modern",6.2,129.11
"PR00645","Magnetic Action Cam","Durable",12.23,574.53
"PR00646","Heavy-Duty Keyboard","Durable",14.58,158.28
"PR00647","Lite Drone","High quality",3.99,43.11
"PR00648","Magnetic Power Bank","High quality",10.03,940.26
"PR00649","Sleek Recorder","Durable",18.35,886.44
"PR00650","Advanced Earbuds","Sleek and modern",11.92,39.68
"PR00651","High-Speed Smart Speaker","Versatile use",17.94,849.47
"PR00652","Sleek Smart Glasses","Innovative technology",12.52,714.38
"PR00653","Dual-Screen Laptop","Ergonomic",3.74,329.74
"PR00654","High-Speed Camera","High quality",15.48,300.78
"PR00655","Compact Camera","Ergonomic",0.8,317.48
"PR00656","High-Speed Fitness Tracker","Ergonomic",1.86,957.28
"PR00657","Portable Console","Durable",7.74,193.14
"PR00658","Lite Drone","Innovative technology",3.07,273.18
"PR00659","Portable Monitor","Durable",14.92,378.59
"PR00660","Waterproof Drone","Sleek and modern",16.31,271.18
"PR00661","Ergonomic Mouse","Energy efficient",13.2,976.27
"PR00662","High-Speed Console","Innovative technology",3.92,788.73
"PR00663","High-Resolution Tablet","Ergonomic",9.69,686.3
"PR00664","Smart Headphones","Innovative technology",16.53,129.18
"PR00665","Heavy-Duty Smart Glasses","Ergonomic",18.74,643.77
"PR00666","AI-Powered Tablet","User-friendly",14.37,224.06
"PR00667","Ultra-Light Power Bank","Sleek and modern",16.87,40.05
"PR00668","Smart External Hard Drive","Energy efficient",13.27,658.01
"PR00669","Magnetic Camera","User-friendly",3.05,391.91
"PR00670","High-Resolution Headphones","Eco-friendly",11.65,366.2
"PR00671","Advanced Camera","Eco-friendly",10.53,734.02
"PR00672","Advanced Action Cam","Sleek and modern",7.3,462.48
"PR00673","Rugged Smartphone","Compact design",3.51,151.32
"PR00674","Smart Camera","Compact design",7.05,394.63
"PR00675","Portable Fitness Tracker","Energy efficient",11.08,712.26
"PR00676","Slim Laptop","High quality",17.17,83.54
"PR00677","HD Fitness Tracker","User-friendly",13.24,792.19
"PR00678","Ultra-Light Desk Lamp","Ergonomic",9.98,404.99
"PR00679","Heavy-Duty Smart Speaker","Ergonomic",2.38,189.05
"PR00680","Retro Smartphone","Ergonomic",6.88,921.31
"PR00681","Smart Monitor","Energy efficient",2.83,487.64
"PR00682","Portable Mouse","User-friendly",6.88,228.09
"PR00683","High-Performance Nintendo","Compact design",6.97,252.81
"PR00684","Ultra Desk Lamp","Innovative technology",16.12,995
"PR00685","Dual-Screen Keyboard","Durable",17.55,847.98
"PR00686","Foldable Laptop","Innovative technology",3.91,301.01
"PR00687","Ergonomic Router","High quality",3.83,232.32
"PR00688","Noise-Cancelling Smartwatch","Compact design",0.52,612.27
"PR00689","High-Resolution External Hard Drive","Compact design",2.54,656.44
"PR00690","Smart Gaming Chair","Eco-friendly",3.03,279.58
"PR00691","Waterproof Fitness Tracker","Energy efficient",15.96,869.41
"PR00692","Portable Nintendo","Durable",15.93,83.32
"PR00693","Wireless Action Cam","Durable",16.66,391.78
"PR00694","Rugged Desk Lamp","Energy efficient",7.72,897.78
"PR00695","Multi-Function Gaming Chair","Compact design",15.09,103.46
"PR00696","High-Speed Mouse","User-friendly",10.32,712.93
"PR00697","Smart Smart Glasses","Energy efficient",9.18,292.12
"PR00698","Eco Mouse","Ergonomic",3.81,312.51
"PR00699","Eco Recorder","Compact design",1.2,459.39
"PR00700","Solar Earbuds","Versatile use",1.18,390.44
"PR00701","Pro Printer","Compact design",5.03,314.7
"PR00702","High-Resolution Nintendo","Versatile use",15.08,978.09
"PR00703","Gaming Keyboard","Innovative technology",12.1,426.28
"PR00704","Ultra Fitness Tracker","Compact design",7.52,517.59
"PR00705","Portable Recorder","Eco-friendly",4.87,849.09
"PR00706","Eco Gaming Chair","User-friendly",5.74,400.55
"PR00707","High-Speed Gaming Chair","Eco-friendly",17.83,267.46
"PR00708","Smart Camera","Innovative technology",1.5,145.55
"PR00709","Retro Earbuds","Durable",15.26,512.55
"PR00710","Vintage Router","Compact design",3.11,614.73
"PR00711","Rugged Recorder","Durable",6.08,360.99
"PR00712","Vintage Laptop","Eco-friendly",19.41,615.45
"PR00713","Smart Monitor","Eco-friendly",14.44,708.75
"PR00714","SE Smartwatch","Eco-friendly",0.66,722.44
"PR00715","Solar Smart Glasses","Durable",10.59,121.34
"PR00716","SD Camera","Eco-friendly",6.16,969
"PR00717","Eco Camera","Sleek and modern",1.67,231.77
"PR00718","Foldable Laptop","Sleek and modern",4.11,16.32
"PR00719","Ultra Gaming Chair","Eco-friendly",10.07,794.67
"PR00720","Ergonomic Printer","Durable",7.73,279.43
"PR00721","Gaming Printer","Durable",10.84,396.44
"PR00722","Solar Drone","Durable",15.9,499.8
"PR00723","SE VR Headset","Energy efficient",4.13,492.4
"PR00724","Lite Laptop","User-friendly",11.26,158.02
"PR00725","Wireless VR Headset","Eco-friendly",8.63,466.03
"PR00726","SD Printer","High quality",6.1,944.39
"PR00727","Waterproof Gaming Chair","Eco-friendly",1.39,462.84
"PR00728","Foldable Headphones","Sleek and modern",17.76,554.24
"PR00729","Advanced Monitor","Energy efficient",15.31,895.23
"PR00730","High-Performance Keyboard","Ergonomic",15.41,704.92
"PR00731","HD External Hard Drive","Sleek and modern",13.69,59.75
"PR00732","Noise-Cancelling Camera","User-friendly",17.24,718
"PR00733","Multi-Function Nintendo","Versatile use",2.69,435.06
"PR00734","AI-Powered eReader","Compact design",9.62,438.18
"PR00735","Foldable eReader","User-friendly",18.29,912.31
"PR00736","Premium Gaming Chair","Innovative technology",6.23,607.01
"PR00737","Compact Router","User-friendly",18.55,957.83
"PR00738","Touch Console","Ergonomic",17.39,831.42
"PR00739","Magnetic Monitor","Ergonomic",4.73,926.9
"PR00740","Solar Printer","User-friendly",11.84,292.46
"PR00741","Budget Desk Lamp","Eco-friendly",16.72,520.62
"PR00742","Eco Smart Speaker","Durable",19.83,531.39
"PR00743","Gaming Recorder","Energy efficient",15.92,924.37
"PR00744","Portable Smart Glasses","Ergonomic",11.22,441.68
"PR00745","Lite Camera","High quality",14.87,643.78
"PR00746","Retro Earbuds","Energy efficient",2.19,661.9
"PR00747","Multi-Function Smartphone","Eco-friendly",1.56,591.63
"PR00748","Portable Mouse","Sleek and modern",10.72,965.38
"PR00749","Noise-Cancelling VR Headset","Ergonomic",9.44,828.56
"PR00750","SD Keyboard","Ergonomic",19.46,189.31
"PR00751","Compact Console","Sleek and modern",5.89,210.01
"PR00752","Slim Monitor","Compact design",11.69,657.42
"PR00753","Multi-Function eReader","Energy efficient",4.36,916.65
"PR00754","Mini Tablet","Ergonomic",4.19,450.65
"PR00755","Foldable Gaming Chair","Ergonomic",15.17,231.64
"PR00756","Retro Drone","Durable",14.58,597.54
"PR00757","Ultra-Light Keyboard","Energy efficient",15.21,317.37
"PR00758","Smart Nintendo","User-friendly",13.3,300.28
"PR00759","Touch Drone","Compact design",9.7,864.33
"PR00760","Multi-Function Power Bank","Ergonomic",17.47,497.84
"PR00761","High-Resolution Tablet","Energy efficient",16.68,513.43
"PR00762","Advanced Recorder","Ergonomic",4.6,939.91
"PR00763","Ultra-Light Recorder","High quality",6.7,989.61
"PR00764","Noise-Cancelling Nintendo","Eco-friendly",8.91,474.39
"PR00765","High-Performance Console","Innovative technology",19.22,32.6
"PR00766","Compact External Hard Drive","Ergonomic",6.06,753.08
"PR00767","High-Resolution Monitor","Versatile use",19.2,422.89
"PR00768","High-Performance Headphones","Innovative technology",1.23,588.7
"PR00769","Mini VR Headset","Innovative technology",8.86,690.45
"PR00770","Waterproof VR Headset","Ergonomic",5.67,638.43
"PR00771","Noise-Cancelling Gaming Chair","Ergonomic",17.08,519.7
"PR00772","Magnetic eReader","Compact design",8.01,947.66
"PR00773","Budget eReader","User-friendly",10.03,80.43
"PR00774","Rugged Action Cam","Ergonomic",1.21,728.2
"PR00775","SE Keyboard","Durable",17.34,701.28
"PR00776","Ultra Keyboard","High quality",17.91,716.59
"PR00777","SE Console","Durable",15.8,599.79
"PR00778","Heavy-Duty Smartwatch","Eco-friendly",16.44,421.23
"PR00779","AI-Powered Drone","Eco-friendly",19.53,93.71
"PR00780","High-Performance External Hard Drive","Versatile use",17.76,617.24
"PR00781","Ergonomic Desk Lamp","Compact design",15.46,975.01
"PR00782","Ultra-Light Mouse","Sleek and modern",0.87,288.4
"PR00783","Vintage Smart Glasses","Sleek and modern",11.44,972.07
"PR00784","Multi-Function Monitor","Sleek and modern",17.09,387.95
"PR00785","Retro Earbuds","User-friendly",16.37,505.97
"PR00786","Touch Smartphone","Durable",2.23,523.33
"PR00787","Multi-Function Desk Lamp","Sleek and modern",3.2,253.59
"PR00788","Advanced Recorder","Durable",18.74,434.47
"PR00789","Magnetic Printer","High quality",1.02,512.97
"PR00790","Retro Laptop","User-friendly",19.17,160.47
"PR00791","Retro Power Bank","Sleek and modern",1.83,680.15
"PR00792","Advanced Smartwatch","Sleek and modern",15.23,872.46
"PR00793","Wireless Camera","Durable",14.67,865.86
"PR00794","Slim Power Bank","Ergonomic",8.49,119.88
"PR00795","Ergonomic Printer","Sleek and modern",19.61,196.12
"PR00796","Mini Drone","Innovative technology",16.57,87.63
"PR00797","Wireless Smartwatch","Eco-friendly",7.99,576.7
"PR00798","Slim Camera","Innovative technology",12.55,214.76
"PR00799","Dual-Screen Action Cam","Durable",15.65,93.5
"PR00800","Solar External Hard Drive","Durable",15.14,430.67
"PR00801","High-Speed Drone","Ergonomic",3.49,68.28
"PR00802","Portable VR Headset","High quality",2.77,920.88
"PR00803","Touch Camera","Eco-friendly",9.74,315.06
"PR00804","Lite Camera","Innovative technology",7.23,721.4
"PR00805","Ergonomic Drone","Sleek and modern",17.98,133.91
"PR00806","Ultra Gaming Chair","Compact design",12.42,228.32
"PR00807","Heavy-Duty Laptop","Durable",3.63,860.89
"PR00808","HD Fitness Tracker","User-friendly",7.48,885.4
"PR00809","High-Performance Camera","Versatile use",7.83,852.21
"PR00810","Magnetic Smartwatch","Compact design",10.87,49.93
"PR00811","Budget Drone","User-friendly",15.15,400.3
"PR00812","Waterproof Laptop","Versatile use",11.76,51.89
"PR00813","Foldable Keyboard","High quality",3.76,765.7
"PR00814","Rugged Console","User-friendly",4.47,597.99
"PR00815","Waterproof Recorder","Durable",11.32,367.48
"PR00816","Advanced Nintendo","Ergonomic",15.94,238.21
"PR00817","Magnetic Camera","High quality",19.44,560.78
"PR00818","Premium Mouse","Versatile use",15.87,951.07
"PR00819","High-Resolution Earbuds","Versatile use",14.19,805.49
"PR00820","Premium Recorder","Sleek and modern",19.69,886.04
"PR00821","Advanced Mouse","High quality",10.65,589.37
"PR00822","High-Performance Console","Durable",6.89,784.2
"PR00823","Pro Keyboard","High quality",11.24,75.69
"PR00824","High-Resolution Smartwatch","Compact design",7.6,621.25
"PR00825","SE Recorder","User-friendly",6.82,725.03
"PR00826","Gaming Gaming Chair","Innovative technology",3.36,387.5
"PR00827","Foldable Router","Ergonomic",6.46,469
"PR00828","Ultra-Light Desk Lamp","Versatile use",6.92,878.21
"PR00829","Rugged Tablet","Compact design",8.49,420.91
"PR00830","Sleek Smartphone","Compact design",15.7,168.66
"PR00831","Sleek Gaming Chair","Sleek and modern",1.06,570.59
"PR00832","HD VR Headset","Compact design",14.51,18.32
"PR00833","Mini Smart Glasses","Eco-friendly",10.8,882.82
"PR00834","Wireless Laptop","User-friendly",12.76,870.7
"PR00835","Ultra-Light Printer","High quality",5.02,207.52
"PR00836","AI-Powered Nintendo","Versatile use",3.16,662.49
"PR00837","Ultra Tablet","User-friendly",5.84,803.01
"PR00838","Mini eReader","Eco-friendly",13.13,343
"PR00839","Wireless Fitness Tracker","User-friendly",5.12,57.43
"PR00840","SE Keyboard","Innovative technology",12.25,255.46
"PR00841","Ultra VR Headset","Eco-friendly",14.89,178.16
"PR00842","Mini Laptop","High quality",10.16,323.1
"PR00843","Sleek Smart Speaker","Ergonomic",19.23,775.99
"PR00844","Budget Gaming Chair","Energy efficient",19.05,28.22
"PR00845","Compact Laptop","Durable",6.88,752.38
"PR00846","Solar Earbuds","Sleek and modern",6.44,941.05
"PR00847","Wireless Earbuds","Energy efficient",4.94,165.26
"PR00848","Budget External Hard Drive","User-friendly",9.86,189.51
"PR00849","Slim Monitor","Eco-friendly",3.75,588.1
"PR00850","Advanced eReader","Innovative technology",18,838.87
"PR00851","Advanced Fitness Tracker","Innovative technology",5.64,786.23
"PR00852","Dual-Screen Earbuds","Energy efficient",11.98,356.4
"PR00853","Ultra-Light Nintendo","Energy efficient",11.4,42.24
"PR00854","Solar External Hard Drive","Compact design",8.27,111.7
"PR00855","Lite Desk Lamp","User-friendly",12.09,843.03
"PR00856","AI-Powered Action Cam","Sleek and modern",10.17,855.51
"PR00857","Compact Console","User-friendly",3.67,829.08
"PR00858","Rugged Camera","Durable",18.22,761.21
"PR00859","Advanced Console","Innovative technology",9.14,659.56
"PR00860","HD Fitness Tracker","Energy efficient",8.25,336.87
"PR00861","Slim Monitor","Energy efficient",3.92,881.09
"PR00862","Waterproof VR Headset","Innovative technology",14.78,279.8
"PR00863","HD Tablet","Innovative technology",15.27,970.6
"PR00864","Smart Tablet","Versatile use",10.3,754.34
"PR00865","Budget Tablet","Eco-friendly",3.39,271.12
"PR00866","Ultra-Light Gaming Chair","Sleek and modern",7.5,237.02
"PR00867","Slim Router","Innovative technology",12.85,895.69
"PR00868","Waterproof Laptop","Sleek and modern",14.47,560.58
"PR00869","Noise-Cancelling Desk Lamp","Eco-friendly",16.91,851.58
"PR00870","AI-Powered Recorder","Compact design",0.59,179.63
"PR00871","Waterproof Smartphone","Energy efficient",12.74,369.73
"PR00872","Magnetic Console","Eco-friendly",3.67,876.4
"PR00873","Multi-Function Mouse","Durable",4.09,777.58
"PR00874","Gaming Desk Lamp","Versatile use",12.02,854.95
"PR00875","Budget Printer","Sleek and modern",7.09,74.38
"PR00876","Lite Headphones","Compact design",5.35,167.82
"PR00877","High-Speed Tablet","Versatile use",4.33,536.49
"PR00878","SE Smart Speaker","Sleek and modern",15.86,47.41
"PR00879","Rugged Gaming Chair","Sleek and modern",15.22,603.01
"PR00880","Lite Nintendo","Compact design",16.29,266.98
"PR00881","High-Performance External Hard Drive","Innovative technology",1.48,566.58
"PR00882","Magnetic Nintendo","Energy efficient",12.48,921.54
"PR00883","Smart Printer","Versatile use",13.92,196.16
"PR00884","Gaming eReader","Sleek and modern",19.39,540.1
"PR00885","Ultra Power Bank","Innovative technology",12.16,736.55
"PR00886","High-Speed Headphones","Versatile use",15.3,212.04
"PR00887","Ultra-Light Mouse","Sleek and modern",18.19,588.64
"PR00888","Dual-Screen Printer","Versatile use",10.41,161.41
"PR00889","Waterproof VR Headset","Energy efficient",7.6,581.7
"PR00890","Compact Recorder","Compact design",5.61,907.56
"PR00891","Sleek Keyboard","Innovative technology",17.36,553.91
"PR00892","Lite Nintendo","User-friendly",13.28,301.37
"PR00893","Touch Earbuds","Eco-friendly",3.54,121.21
"PR00894","Mini Earbuds","High quality",16.22,956.57
"PR00895","Retro Smart Glasses","User-friendly",13.78,531.15
"PR00896","Foldable Nintendo","Ergonomic",15.61,550.11
"PR00897","Multi-Function Smartphone","Sleek and modern",4.43,91.06
"PR00898","Retro Nintendo","Energy efficient",6.42,375.01
"PR00899","SE Smartphone","Eco-friendly",5.4,164.94
"PR00900","SD Printer","User-friendly",12.67,712.08
"PR00901","Solar Smartwatch","Versatile use",19.68,390.22
"PR00902","Solar Smartphone","Durable",7.82,220.32
"PR00903","Advanced Console","Ergonomic",1.85,449.58
"PR00904","Eco Router","Versatile use",6.62,93.06
"PR00905","Wireless Camera","Energy efficient",2.98,306.92
"PR00906","Waterproof Headphones","Energy efficient",16.35,955.49
"PR00907","Wireless Tablet","Versatile use",7.86,232
"PR00908","Touch Smartphone","Energy efficient",7.84,49.63
"PR00909","Solar Gaming Chair","Eco-friendly",15.13,490.99
"PR00910","Gaming Monitor","Compact design",15.93,937.98
"PR00911","AI-Powered Camera","Energy efficient",7.28,896.94
"PR00912","Ultra Printer","Energy efficient",7.74,646.14
"PR00913","AI-Powered External Hard Drive","Sleek and modern",0.74,846.08
"PR00914","Compact Smart Speaker","User-friendly",15.85,457.36
"PR00915","Heavy-Duty Smart Speaker","Sleek and modern",1.9,206.67
"PR00916","Heavy-Duty Headphones","Durable",13.05,484.66
"PR00917","HD Laptop","Compact design",18.45,776
"PR00918","Portable Drone","Compact design",3.29,141.58
"PR00919","Lite Gaming Chair","Durable",15.05,112.49
"PR00920","Waterproof Drone","High quality",8.88,934.55
"PR00921","Noise-Cancelling Smart Speaker","High quality",9.98,958.05
"PR00922","Pro Power Bank","Compact design",15.05,562.83
"PR00923","Heavy-Duty Tablet","Innovative technology",15.05,132.19
"PR00924","Wireless Desk Lamp","Versatile use",8.01,849.31
