"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00464","SD Tablet","Energy efficient",12.2,898.44
"PR00465","SD Headphones","User-friendly",6.45,570.1
"PR00466","Dual-Screen Mouse","User-friendly",2.65,213.17
"PR00467","Premium Monitor","Compact design",10.61,520.04
"PR00468","Premium Monitor","Sleek and modern",18.05,762.84
"PR00469","Portable Mouse","User-friendly",15.94,614.75
"PR00470","Magnetic Tablet","Sleek and modern",11.17,536.45
"PR00471","Compact Printer","High quality",0.83,411.69
"PR00472","Multi-Function Laptop","Sleek and modern",15.57,392.87
"PR00473","High-Speed Keyboard","Eco-friendly",10.15,739.62
"PR00474","Lite Gaming Chair","Compact design",1.45,671.55
"PR00475","High-Resolution Recorder","Durable",6.01,954.83
"PR00476","SE Laptop","Compact design",15.25,604.25
"PR00477","Gaming External Hard Drive","Energy efficient",11.98,815.41
"PR00478","AI-Powered Desk Lamp","High quality",7.64,382.65
"PR00479","Gaming Monitor","User-friendly",9.89,387.98
"PR00480","Touch Headphones","Ergonomic",13.28,588.62
"PR00481","Ultra Tablet","Innovative technology",14.9,438.07
"PR00482","High-Speed Headphones","Versatile use",9.1,748.66
"PR00483","Portable Earbuds","High quality",0.55,386.6
"PR00484","Waterproof Earbuds","Versatile use",13.52,954.75
"PR00485","Smart Power Bank","Ergonomic",1.6,886.23
"PR00486","Multi-Function Smart Speaker","High quality",9.25,539.88
"PR00487","Heavy-Duty Console","Energy efficient",4.99,18.84
"PR00488","Mini Action Cam","Energy efficient",16.79,795.5
"PR00489","Foldable Mouse","Durable",17.5,201.22
"PR00490","Portable Nintendo","User-friendly",15.4,539.13
"PR00491","Sleek Earbuds","High quality",14.7,810.7
"PR00492","Mini Nintendo","User-friendly",13.8,727.66
"PR00493","Pro Gaming Chair","Innovative technology",14.65,870.05
"PR00494","SE Smartphone","High quality",6.94,383.83
"PR00495","High-Resolution eReader","Versatile use",10.35,98.19
"PR00496","Vintage Power Bank","Ergonomic",6.49,119.17
"PR00497","Smart Router","User-friendly",10.42,138.6
"PR00498","Dual-Screen Earbuds","Sleek and modern",17.63,861.05
"PR00499","Foldable External Hard Drive","Ergonomic",15.49,458.5
"PR00500","Waterproof Laptop","Versatile use",2.12,25.27
"PR00501","High-Performance Keyboard","Energy efficient",0.83,411.19
"PR00502","Premium Tablet","Eco-friendly",4.38,995.74
"PR00503","Multi-Function Smartphone","User-friendly",6.4,629.89
"PR00504","Sleek Monitor","User-friendly",18.25,15.45
"PR00505","Budget Smartwatch","High quality",8.65,314.9
"PR00506","Eco Monitor","User-friendly",16.62,222.59
"PR00507","Multi-Function Camera","Eco-friendly",5.91,840.9
"PR00508","High-Speed Headphones","High quality",13.7,79.24
"PR00509","Advanced Power Bank","High quality",6.94,807.29
"PR00510","Heavy-Duty Fitness Tracker","Energy efficient",18.57,505.43
"PR00511","Solar Console","High quality",9.68,587.86
"PR00512","Magnetic Camera","High quality",3.48,61.62
"PR00513","Gaming Smart Glasses","Energy efficient",17.87,335.97
"PR00514","Slim VR Headset","Energy efficient",9.4,368.43
"PR00515","High-Performance Earbuds","Compact design",14.09,232.3
"PR00516","Magnetic Router","Energy efficient",7.63,710.09
"PR00517","Portable Action Cam","Sleek and modern",1.05,910.03
"PR00518","Multi-Function Recorder","Innovative technology",7.67,47.27
"PR00519","Waterproof Desk Lamp","Innovative technology",9.25,311.65
"PR00520","Heavy-Duty Smartwatch","Versatile use",4.69,587.88
"PR00521","Budget Drone","Durable",12.25,305.3
"PR00522","Premium Nintendo","User-friendly",19.4,55.17
"PR00523","Eco Headphones","High quality",4.3,410.7
"PR00524","Waterproof Console","Compact design",5.15,183.99
"PR00525","Touch Fitness Tracker","Sleek and modern",3.21,303.59
"PR00526","Slim Smart Glasses","Sleek and modern",10.55,504.21
"PR00527","Waterproof Mouse","Innovative technology",6.99,167.36
"PR00528","Ultra-Light Desk Lamp","Innovative technology",17.99,760.91
"PR00529","Solar Nintendo","Compact design",8.17,842.69
"PR00530","Multi-Function Router","Versatile use",14.46,542.78
"PR00531","Ultra-Light Gaming Chair","User-friendly",11.22,415.42
"PR00532","High-Resolution Desk Lamp","High quality",10.12,375.97
"PR00533","Noise-Cancelling Mouse","Compact design",15.39,660.16
"PR00534","Wireless Desk Lamp","Versatile use",15.42,52.91
"PR00535","Compact Recorder","Compact design",1.03,358.44
"PR00536","Gaming Console","Compact design",8.86,872.71
"PR00537","Advanced Console","Eco-friendly",18.9,706.06
"PR00538","Waterproof Monitor","Eco-friendly",5.6,286.42
"PR00539","AI-Powered Smartwatch","Sleek and modern",2.93,751.56
"PR00540","Mini VR Headset","Innovative technology",0.76,573.12
"PR00541","Foldable Mouse","Innovative technology",18.13,821.78
"PR00542","Smart Keyboard","Energy efficient",10.87,241.86
"PR00543","Pro Power Bank","Innovative technology",11.65,560.95
"PR00544","Ergonomic Smartwatch","Innovative technology",9.1,753.73
"PR00545","Wireless Printer","Versatile use",4.38,173.06
"PR00546","Mini Printer","Ergonomic",9.28,765.79
"PR00547","Smart Smart Glasses","Eco-friendly",8.4,784.82
"PR00548","Pro External Hard Drive","High quality",8.24,421.46
"PR00549","Premium Fitness Tracker","Durable",4.82,409.65
"PR00550","High-Performance Camera","Innovative technology",9.57,685.78
"PR00551","Gaming Earbuds","Energy efficient",10.06,151.4
"PR00552","SD Printer","Innovative technology",18.18,931.59
"PR00553","Budget Smart Speaker","Versatile use",7.86,640.25
"PR00554","Ergonomic Drone","Eco-friendly",4.76,57.68
"PR00555","Eco Recorder","Ergonomic",11.4,191.6
"PR00556","Waterproof Printer","Compact design",3.2,607.15
"PR00557","Compact Gaming Chair","High quality",15.18,123.31
"PR00558","Compact eReader","Durable",2.28,199.82
"PR00559","High-Speed Recorder","Eco-friendly",14.51,329.33
"PR00560","Budget Mouse","Innovative technology",6.36,887.23
"PR00561","AI-Powered Printer","High quality",5.06,903.33
"PR00562","Touch Headphones","Sleek and modern",7.83,486.76
"PR00563","Foldable VR Headset","Versatile use",11.35,860.1
"PR00564","HD Desk Lamp","Versatile use",4.42,695.17
"PR00565","Pro Tablet","Compact design",7.6,98.8
"PR00566","Waterproof Console","Sleek and modern",8.34,926.75
"PR00567","Ultra Smart Glasses","Innovative technology",1.84,531.91
"PR00568","HD Printer","Compact design",13.14,817.36
"PR00569","SD Nintendo","Durable",7.81,981.84
"PR00570","SE Router","High quality",1.68,859.55
"PR00571","SE Desk Lamp","Versatile use",13.74,625.46
"PR00572","Compact Printer","Energy efficient",12.44,190.21
"PR00573","High-Performance Fitness Tracker","Compact design",5.78,441.69
"PR00574","Eco Action Cam","Eco-friendly",5.92,861.67
"PR00575","Vintage Smartphone","Ergonomic",12.75,585.31
"PR00576","Portable Fitness Tracker","High quality",19.51,365.69
"PR00577","Noise-Cancelling Nintendo","Innovative technology",2.27,58.57
"PR00578","Multi-Function Camera","Durable",10.4,721.08
"PR00579","Solar Power Bank","High quality",16.88,829.43
"PR00580","Heavy-Duty Gaming Chair","High quality",11.55,786.23
"PR00581","Advanced Camera","Eco-friendly",13.95,968.95
"PR00582","High-Resolution VR Headset","Compact design",17.74,388.06
"PR00583","Foldable Earbuds","Sleek and modern",15.59,538.95
"PR00584","Ultra Power Bank","Versatile use",19.48,56.18
"PR00585","Premium Fitness Tracker","Versatile use",10.09,177.52
"PR00586","Foldable Smart Glasses","Innovative technology",17.49,579.59
"PR00587","Portable Action Cam","Sleek and modern",9.54,992.88
"PR00588","Magnetic eReader","User-friendly",14.27,150.11
"PR00589","Rugged Recorder","Sleek and modern",3.7,237.39
"PR00590","Heavy-Duty Console","Eco-friendly",6.61,610.01
"PR00591","SD Smart Glasses","Durable",1.27,614.5
"PR00592","High-Resolution eReader","Energy efficient",16.11,91.55
"PR00593","Touch Power Bank","Ergonomic",4.54,893.34
"PR00594","HD Fitness Tracker","Sleek and modern",7.86,87.82
"PR00595","Touch Mouse","Versatile use",3.51,600.81
"PR00596","High-Performance Earbuds","Eco-friendly",3.11,689.84
"PR00597","Ultra Smart Glasses","Eco-friendly",2.28,964.07
"PR00598","Eco Action Cam","Energy efficient",2.23,746.63
"PR00599","Lite eReader","Durable",11.05,466.82
"PR00600","Pro Earbuds","High quality",19.61,85.15
"PR00601","Slim Console","Durable",14.25,229.72
"PR00602","Dual-Screen Desk Lamp","Durable",8.13,592.01
"PR00603","Mini Gaming Chair","High quality",3.59,628.99
"PR00604","Rugged Mouse","Eco-friendly",0.91,872.49
"PR00605","Foldable Smart Speaker","Innovative technology",6.66,289.44
"PR00606","High-Performance Smart Speaker","Sleek and modern",7.4,133.5
"PR00607","Compact Smart Glasses","Ergonomic",13.11,34.14
"PR00608","Lite Nintendo","Ergonomic",13.1,623.4
"PR00609","Solar Smart Glasses","Durable",12.5,979.09
"PR00610","Smart VR Headset","Versatile use",4.46,775.02
"PR00611","Wireless Headphones","Compact design",6.05,739.22
"PR00612","Sleek Desk Lamp","User-friendly",11.7,336.25
"PR00613","Ergonomic Smart Glasses","Versatile use",12.78,909.2
"PR00614","Gaming External Hard Drive","Compact design",11.53,962.11
"PR00615","Foldable Camera","Innovative technology",1.45,637.53
"PR00616","Rugged Gaming Chair","Versatile use",14.75,590.68
"PR00617","Heavy-Duty Smartwatch","Energy efficient",1.21,745.1
"PR00618","Magnetic Monitor","Compact design",15.24,502.05
"PR00619","Magnetic Headphones","High quality",11.37,589.43
"PR00620","Ergonomic Mouse","Sleek and modern",7.4,961.48
"PR00621","Heavy-Duty External Hard Drive","Eco-friendly",13.19,231.2
"PR00622","Smart Gaming Chair","Sleek and modern",7.52,794.45
"PR00623","Eco Mouse","Versatile use",19.63,795.44
"PR00624","Multi-Function Nintendo","Energy efficient",0.76,65.37
"PR00625","Premium eReader","Sleek and modern",3.41,483.03
"PR00626","Noise-Cancelling Smartphone","User-friendly",9.93,148.01
"PR00627","Budget Monitor","Durable",18.13,791.66
"PR00628","Pro eReader","User-friendly",10.9,340.96
"PR00629","Retro Earbuds","Innovative technology",0.81,714.65
"PR00630","Lite Fitness Tracker","Durable",7.62,863.42
"PR00631","Eco Keyboard","Versatile use",5.96,828.32
"PR00632","HD Tablet","High quality",7.12,386.61
"PR00633","High-Performance Smartwatch","Compact design",10.55,679.32
"PR00634","High-Speed eReader","Ergonomic",16.72,665.24
"PR00635","Noise-Cancelling Earbuds","Ergonomic",2.58,469.83
"PR00636","Sleek Tablet","Innovative technology",5.17,477.69
"PR00637","Vintage Mouse","Eco-friendly",9.64,406.69
"PR00638","Retro Drone","Innovative technology",1.86,142.55
"PR00639","Slim Mouse","Compact design",14.23,459.41
"PR00640","Retro Nintendo","Durable",19.87,104.39
"PR00641","High-Performance Fitness Tracker","Durable",3.45,918.95
"PR00642","Ultra Recorder","Durable",9.08,906.53
"PR00643","Foldable VR Headset","Innovative technology",8.53,243.05
"PR00644","Smart Console","Eco-friendly",3.07,186.3
"PR00645","Ultra-Light Monitor","Compact design",19.14,578.3
"PR00646","Magnetic Keyboard","Versatile use",10.62,190.54
"PR00647","Budget Desk Lamp","Versatile use",5.01,738.75
"PR00648","Ultra Recorder","Innovative technology",8.55,516.78
"PR00649","Retro Smartphone","Innovative technology",17.49,733.77
"PR00650","Lite Drone","Sleek and modern",16.53,276.19
"PR00651","Smart Monitor","Sleek and modern",7.7,393.49
"PR00652","Pro Headphones","Ergonomic",14.53,324.24
"PR00653","Compact Smart Speaker","Innovative technology",7.92,126.56
"PR00654","Waterproof Router","Sleek and modern",3.83,488.91
"PR00655","Premium Action Cam","High quality",6.38,967.76
"PR00656","Smart Console","Eco-friendly",6.28,482.13
"PR00657","Gaming Gaming Chair","Sleek and modern",15.52,795.44
"PR00658","Portable External Hard Drive","Compact design",3.98,871.23
"PR00659","HD eReader","Eco-friendly",5.72,382.66
"PR00660","HD Action Cam","Versatile use",1.65,373.44
"PR00661","Solar Mouse","Versatile use",9.98,738.69
"PR00662","AI-Powered Desk Lamp","User-friendly",9.94,749.85
"PR00663","Pro Action Cam","High quality",3.3,476.87
"PR00664","Dual-Screen Tablet","Ergonomic",2.32,160.27
"PR00665","Ultra-Light Router","High quality",11.76,313.43
"PR00666","Waterproof Action Cam","User-friendly",10.69,321.59
"PR00667","AI-Powered Gaming Chair","Energy efficient",5.42,170.56
"PR00668","Touch Desk Lamp","User-friendly",13.9,397.99
"PR00669","Rugged Recorder","Energy efficient",4.74,819.78
"PR00670","Gaming External Hard Drive","Innovative technology",12.7,863.29
"PR00671","Sleek Earbuds","Versatile use",17.6,297.7
"PR00672","Eco Action Cam","User-friendly",14.37,479.36
"PR00673","Lite Smartwatch","Sleek and modern",7.2,358.14
"PR00674","Advanced Headphones","Ergonomic",11.33,336.05
"PR00675","Rugged Drone","Compact design",12.77,905.25
"PR00676","Compact Smart Speaker","Eco-friendly",3.98,662.89
"PR00677","AI-Powered Tablet","Compact design",11.42,868.62
"PR00678","Foldable Mouse","High quality",13.53,44.45
"PR00679","High-Resolution Keyboard","Eco-friendly",10.53,475.52
"PR00680","Gaming Printer","Versatile use",13.89,24.37
"PR00681","Retro Earbuds","User-friendly",11.16,316.59
"PR00682","Lite eReader","Ergonomic",1.45,651.09
"PR00683","Solar Laptop","Durable",2.01,492.24
"PR00684","Waterproof Router","Ergonomic",3.35,646.42
"PR00685","Sleek Smartwatch","User-friendly",14.65,658
"PR00686","Eco Laptop","High quality",3.18,40.43
"PR00687","SD Smartwatch","Ergonomic",1.79,379.68
"PR00688","High-Speed Recorder","Sleek and modern",13.75,563.6
"PR00689","Sleek Headphones","Durable",15.24,733.22
"PR00690","Portable Headphones","Ergonomic",1.62,321.87
"PR00691","HD Drone","Eco-friendly",1.96,331.17
"PR00692","High-Performance Laptop","Durable",8.35,787.05
"PR00693","Advanced Action Cam","Durable",1.39,433.74
"PR00694","Gaming Headphones","Ergonomic",12.92,30.35
"PR00695","Heavy-Duty Mouse","High quality",4.25,762.72
"PR00696","Retro Keyboard","Energy efficient",16.27,528.54
"PR00697","Budget eReader","High quality",9.06,707.59
"PR00698","Noise-Cancelling Smartphone","Innovative technology",6.3,567.68
"PR00699","SE Nintendo","Ergonomic",9.04,556.98
"PR00700","Premium Monitor","Durable",7.56,598.19
"PR00701","High-Resolution VR Headset","High quality",5.19,968.16
"PR00702","Slim Fitness Tracker","Innovative technology",6.8,78.71
"PR00703","Eco Power Bank","Compact design",16.52,802.22
"PR00704","Ergonomic eReader","Durable",11.05,894
"PR00705","Sleek Smart Speaker","Versatile use",10.89,939.04
"PR00706","Ultra-Light Gaming Chair","User-friendly",1.99,674.54
"PR00707","Rugged Smartwatch","Versatile use",17.5,721.63
"PR00708","Advanced Fitness Tracker","Innovative technology",16.87,956.1
"PR00709","Sleek Smart Glasses","Energy efficient",9.8,868.16
"PR00710","HD Smart Glasses","Compact design",16.31,297.94
"PR00711","Ultra Tablet","Versatile use",16.41,882.66
"PR00712","Multi-Function Mouse","Compact design",18.57,41.03
"PR00713","Magnetic Earbuds","Innovative technology",10.63,521.68
"PR00714","AI-Powered Router","Eco-friendly",11.71,446.59
"PR00715","Premium Desk Lamp","Eco-friendly",18.35,133.68
"PR00716","Ultra-Light External Hard Drive","Energy efficient",17.59,932.21
"PR00717","Rugged Keyboard","Innovative technology",7.57,579.61
"PR00718","Lite Drone","Energy efficient",4.75,574.97
"PR00719","Ultra Console","Versatile use",3.23,564.91
"PR00720","Lite Smartphone","High quality",2.12,694.07
"PR00721","SD Smart Glasses","Durable",9.01,451.73
"PR00722","Heavy-Duty Desk Lamp","Versatile use",17.78,711.99
"PR00723","Smart Keyboard","Energy efficient",8.47,845.67
"PR00724","Solar Fitness Tracker","Versatile use",19.9,469.02
"PR00725","Noise-Cancelling Printer","High quality",0.85,988.91
"PR00726","Lite Mouse","Eco-friendly",4.54,908.11
"PR00727","High-Resolution Smart Speaker","High quality",10.75,155.79
"PR00728","Ultra-Light Mouse","Compact design",16.76,87.18
"PR00729","SD Smart Glasses","Sleek and modern",18.47,603.95
"PR00730","High-Performance Smartphone","Durable",6.91,543.18
"PR00731","Solar Smartphone","Innovative technology",7.4,745.09
"PR00732","Heavy-Duty Router","Innovative technology",13.78,742.27
"PR00733","Sleek Monitor","Energy efficient",19.21,118.16
"PR00734","Eco Smartwatch","Eco-friendly",7.28,264.43
"PR00735","Magnetic Power Bank","Durable",15.14,488.54
"PR00736","Retro Desk Lamp","High quality",12.81,878.26
"PR00737","Ergonomic Smart Glasses","Sleek and modern",18.47,275.64
"PR00738","Pro Router","Versatile use",14.77,426.06
"PR00739","Waterproof Gaming Chair","Sleek and modern",9.61,800.55
"PR00740","High-Resolution Monitor","High quality",18.71,653.84
"PR00741","High-Speed Smartphone","Durable",17.49,134.9
"PR00742","High-Speed Console","User-friendly",15.42,412.24
"PR00743","Touch Earbuds","Versatile use",5.05,167.13
"PR00744","Ultra Headphones","User-friendly",9.8,315.88
"PR00745","Touch Monitor","User-friendly",16.99,704.69
"PR00746","Smart Printer","Innovative technology",13.04,706.86
"PR00747","Gaming Drone","High quality",7.37,735.45
"PR00748","Portable External Hard Drive","Eco-friendly",3.99,67.97
"PR00749","SE Keyboard","Sleek and modern",8.66,533.88
"PR00750","Multi-Function Smart Speaker","High quality",16.5,869.04
"PR00751","Ultra-Light Smart Glasses","Sleek and modern",2.18,97.44
"PR00752","Budget Desk Lamp","Durable",19.33,15.09
"PR00753","Solar Laptop","Durable",9.53,344.67
"PR00754","SD Monitor","User-friendly",15.9,685.55
"PR00755","Slim Smartphone","Compact design",8.85,244.51
"PR00756","Pro Nintendo","Durable",11.75,550.99
"PR00757","Dual-Screen Printer","Innovative technology",14.44,865.52
"PR00758","Ultra Smart Speaker","User-friendly",13.83,800.97
"PR00759","Touch Headphones","User-friendly",13.1,655.44
"PR00760","Waterproof Earbuds","Sleek and modern",6.04,439.32
"PR00761","High-Performance Camera","High quality",18.78,928.95
"PR00762","Ultra Monitor","Durable",15.07,24.8
"PR00763","SE Power Bank","Sleek and modern",18.69,608.63
"PR00764","Lite eReader","Versatile use",4.9,994.34
"PR00765","Mini Earbuds","High quality",1.46,524.5
"PR00766","Dual-Screen Smart Speaker","Durable",2.24,521.97
"PR00767","Foldable Smartwatch","Durable",3.07,480.53
"PR00768","AI-Powered Monitor","Durable",2.61,775.14
"PR00769","Ergonomic Recorder","Ergonomic",3.21,261.92
"PR00770","HD VR Headset","High quality",9.04,288.45
"PR00771","Gaming Headphones","Compact design",19.03,32.7
"PR00772","Vintage Keyboard","Eco-friendly",15.39,784.98
"PR00773","Gaming Printer","Ergonomic",4.52,296.32
"PR00774","SE Smartwatch","Durable",8.11,216.84
"PR00775","Dual-Screen Console","Eco-friendly",14.12,484.68
"PR00776","Smart Fitness Tracker","Eco-friendly",14.74,613.88
"PR00777","Foldable Monitor","Eco-friendly",1.08,197.7
"PR00778","Lite Nintendo","Durable",1.51,898.32
"PR00779","HD Desk Lamp","User-friendly",18.68,817.21
"PR00780","Gaming VR Headset","Energy efficient",2.18,678.47
"PR00781","SE Smart Speaker","Energy efficient",11.93,586.21
"PR00782","High-Speed Monitor","Durable",7.91,224.78
"PR00783","Ultra Camera","Sleek and modern",4.61,15.12
"PR00784","High-Resolution eReader","Durable",6.23,24.62
"PR00785","Multi-Function Gaming Chair","Ergonomic",4.15,300.61
"PR00786","Ultra Printer","User-friendly",6.5,840.99
"PR00787","Lite Fitness Tracker","Compact design",17.34,214.21
"PR00788","Rugged Nintendo","Innovative technology",11.86,515.73
"PR00789","High-Performance Keyboard","High quality",14.37,114.68
"PR00790","Lite eReader","Energy efficient",13.79,274.57
"PR00791","Ultra-Light Tablet","Compact design",2.96,74.03
"PR00792","Ultra Drone","Durable",7.81,650.25
"PR00793","Waterproof Smart Glasses","Ergonomic",14.78,645.67
"PR00794","SD Power Bank","Sleek and modern",12.61,459.84
"PR00795","Premium Keyboard","High quality",17.57,92.95
"PR00796","Rugged VR Headset","User-friendly",19.76,726.43
"PR00797","Rugged Printer","Durable",9.79,219.9
"PR00798","Gaming Router","Eco-friendly",6.72,665.45
"PR00799","Sleek Router","Energy efficient",9.52,238.52
"PR00800","Sleek Nintendo","User-friendly",4.27,742.98
"PR00801","Vintage Keyboard","Eco-friendly",1.12,438.22
"PR00802","Premium Nintendo","Compact design",10.83,648.95
"PR00803","Portable Smart Speaker","Innovative technology",5.19,138.19
"PR00804","Mini Keyboard","Ergonomic",11.06,870.9
"PR00805","Portable Smartwatch","Energy efficient",14,927.25
"PR00806","Gaming Camera","User-friendly",9.73,399.91
"PR00807","Multi-Function Laptop","Compact design",12.26,236.55
"PR00808","SE Power Bank","Versatile use",6.15,769.1
"PR00809","Gaming Camera","Innovative technology",15,657.11
"PR00810","Compact Keyboard","User-friendly",7.32,869.66
"PR00811","Advanced Desk Lamp","High quality",4.74,446.26
"PR00812","Smart Console","High quality",6.14,443.82
"PR00813","Retro Console","Sleek and modern",11.09,118.61
"PR00814","Ergonomic Action Cam","Eco-friendly",14.22,718.39
"PR00815","Ultra-Light Console","User-friendly",12.12,21.86
"PR00816","Rugged Keyboard","Energy efficient",19.49,651.08
"PR00817","Ultra-Light Recorder","High quality",18.04,217.55
"PR00818","Retro Camera","Ergonomic",16.39,391.77
"PR00819","Magnetic Router","Versatile use",16.94,554.11
"PR00820","High-Resolution Smartwatch","Sleek and modern",6.9,213.28
"PR00821","Noise-Cancelling Mouse","Eco-friendly",16.26,750.79
"PR00822","Multi-Function Smartphone","Ergonomic",4.67,128.42
"PR00823","High-Speed Console","Versatile use",15.87,598.19
"PR00824","Dual-Screen Fitness Tracker","Compact design",11.22,97.33
"PR00825","SD Earbuds","User-friendly",5.24,145.79
"PR00826","Ergonomic Earbuds","User-friendly",7.12,594.1
"PR00827","Vintage Monitor","Versatile use",1.36,708.5
"PR00828","High-Speed Drone","Energy efficient",8.87,86.9
"PR00829","Multi-Function Keyboard","Ergonomic",8.38,515.63
"PR00830","Foldable Desk Lamp","Innovative technology",17.63,432.62
"PR00831","HD Laptop","Compact design",13.93,314.99
"PR00832","Ergonomic Smartphone","High quality",6.41,560.7
"PR00833","Vintage Headphones","User-friendly",2.79,26.22
"PR00834","HD Smartwatch","Innovative technology",14.93,535.93
"PR00835","High-Speed Action Cam","Durable",1.38,274.17
"PR00836","Ultra-Light Gaming Chair","User-friendly",16.74,188.81
"PR00837","Waterproof External Hard Drive","Ergonomic",8.73,621.83
"PR00838","Gaming Nintendo","Versatile use",16.96,206.52
"PR00839","SE Recorder","Eco-friendly",11.5,861.01
"PR00840","Mini Router","Innovative technology",2.72,42.23
"PR00841","Ergonomic Drone","High quality",4.97,443.98
"PR00842","Sleek Drone","Durable",7.87,681.66
"PR00843","Ultra Fitness Tracker","Sleek and modern",3.27,209.07
"PR00844","Ergonomic Console","Energy efficient",17.31,321.47
"PR00845","Slim Drone","Versatile use",14.62,393.16
"PR00846","Foldable eReader","Durable",3.65,269.96
"PR00847","Magnetic Keyboard","Versatile use",7.17,302.35
"PR00848","Lite Smart Glasses","Innovative technology",1.11,450.68
"PR00849","HD Power Bank","Versatile use",12.01,694.29
"PR00850","Premium Smartphone","Durable",0.96,174.98
"PR00851","HD Printer","User-friendly",11.55,808.52
"PR00852","HD Printer","High quality",7.68,315.67
"PR00853","Eco Console","Innovative technology",5.26,725.35
"PR00854","Touch Earbuds","Durable",10.55,686.69
"PR00855","Multi-Function Keyboard","Ergonomic",5.99,47.55
"PR00856","Pro VR Headset","User-friendly",17.61,913.35
"PR00857","Ultra Keyboard","Eco-friendly",12.24,715.26
"PR00858","Budget Headphones","Innovative technology",4.63,153.57
"PR00859","Vintage Fitness Tracker","Innovative technology",10.64,322.46
"PR00860","Mini Smart Speaker","Sleek and modern",4.72,667.28
"PR00861","Touch Fitness Tracker","Ergonomic",2.89,129.66
"PR00862","SE Headphones","Energy efficient",19.65,983.62
"PR00863","SD Laptop","Compact design",6.51,753.83
"PR00864","Advanced Camera","Eco-friendly",4.44,802.11
"PR00865","Heavy-Duty Power Bank","Durable",12.09,277.69
"PR00866","Premium Drone","Compact design",9.85,987.69
"PR00867","Slim Earbuds","Compact design",2.19,930.45
"PR00868","Advanced Router","Energy efficient",11.15,469.58
"PR00869","Pro Printer","Innovative technology",19.98,71.04
"PR00870","Slim Smartphone","Durable",8.94,386.74
"PR00871","HD Mouse","Versatile use",10.81,449.38
"PR00872","Retro Laptop","Durable",1.18,629.76
"PR00873","Advanced Desk Lamp","Sleek and modern",19.93,315.2
"PR00874","Magnetic Desk Lamp","Durable",3.42,750.7
"PR00875","Ultra-Light Recorder","High quality",7.6,596.56
"PR00876","Premium Desk Lamp","Eco-friendly",16.59,936.46
"PR00877","Slim Drone","User-friendly",5.63,70.64
"PR00878","Budget External Hard Drive","Eco-friendly",2.53,609.3
"PR00879","Ultra-Light Earbuds","Versatile use",2.77,574.91
"PR00880","Gaming Power Bank","High quality",7.17,501.68
"PR00881","Solar Headphones","Versatile use",16.64,185.71
"PR00882","Noise-Cancelling Camera","Ergonomic",19.71,678.73
"PR00883","AI-Powered VR Headset","Durable",19.88,441.69
"PR00884","Eco Desk Lamp","Innovative technology",14.32,971.1
"PR00885","Mini Printer","Eco-friendly",10.27,969.79
"PR00886","Retro eReader","User-friendly",8.56,278.42
"PR00887","AI-Powered Laptop","Energy efficient",8.01,619.22
"PR00888","Vintage Smart Glasses","Compact design",5.29,370.44
"PR00889","Lite VR Headset","User-friendly",9.97,831.19
"PR00890","Compact eReader","Eco-friendly",6.58,667.45
"PR00891","Slim Keyboard","User-friendly",17.06,145.76
"PR00892","HD Smart Speaker","User-friendly",11.05,529.38
"PR00893","Ultra Smartwatch","User-friendly",15.94,796.72
"PR00894","Rugged Drone","Ergonomic",14.37,894.11
"PR00895","Gaming VR Headset","Innovative technology",16.48,919.28
"PR00896","Budget Smart Speaker","Compact design",5.41,179.51
"PR00897","Pro Earbuds","Versatile use",4.68,159.62
"PR00898","Compact Laptop","Sleek and modern",10.36,614.84
"PR00899","Magnetic Keyboard","High quality",2.72,342.64
"PR00900","Budget Drone","Durable",12.22,484.18
"PR00901","SD Router","Durable",1.32,151.7
"PR00902","Magnetic Smart Glasses","Durable",2.21,871.73
"PR00903","Sleek VR Headset","Eco-friendly",15.87,107.11
"PR00904","Dual-Screen Drone","User-friendly",16.31,261.97
"PR00905","Premium Drone","Versatile use",3.06,406.09
"PR00906","Budget Fitness Tracker","Eco-friendly",5.91,857.01
"PR00907","Waterproof VR Headset","Eco-friendly",11.67,810.94
"PR00908","Touch Tablet","Innovative technology",1.65,341.06
"PR00909","Smart Fitness Tracker","Energy efficient",14.73,241.34
"PR00910","Mini Fitness Tracker","Energy efficient",16.33,738.67
"PR00911","Dual-Screen eReader","Versatile use",17.86,624.4
"PR00912","Ultra-Light Smartwatch","High quality",19.63,626.84
"PR00913","Noise-Cancelling Headphones","Compact design",11.77,343.39
"PR00914","AI-Powered Printer","Compact design",15.38,526.53
"PR00915","Retro Gaming Chair","Durable",1.94,203.87
"PR00916","High-Speed Earbuds","Versatile use",19.88,857.21
"PR00917","Eco Camera","Ergonomic",12.67,101.67
"PR00918","Touch Desk Lamp","Compact design",14.32,789.96
"PR00919","Magnetic Headphones","Durable",19.27,740.61
"PR00920","AI-Powered Fitness Tracker","Compact design",4.11,687.21
"PR00921","Ergonomic Monitor","Compact design",16.48,703.15
"PR00922","Mini VR Headset","Energy efficient",15.26,889.59
"PR00923","Dual-Screen Gaming Chair","User-friendly",19.07,289.08
"PR00924","Mini Recorder","Innovative technology",6.76,51.03
"PR00925","Heavy-Duty Recorder","Ergonomic",3.68,677.65
"PR00926","Pro Mouse","Energy efficient",13.27,539.86
"PR00927","Smart Camera","Versatile use",19,293.3
"PR00928","Gaming Mouse","High quality",17.68,603.53
