"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00461","Retro Laptop","Innovative technology",4.36,656.46
"PR00462","Portable Smart Glasses","Eco-friendly",8.12,536.88
"PR00463","Wireless Printer","Compact design",2.48,195.87
"PR00464","Sleek Keyboard","Eco-friendly",17.62,724.22
"PR00465","Magnetic Gaming Chair","User-friendly",19.13,941.67
"PR00466","Ultra-Light Printer","Innovative technology",0.89,985.64
"PR00467","Vintage Tablet","High quality",19.4,920.23
"PR00468","Noise-Cancelling Smart Glasses","Ergonomic",17.98,528.86
"PR00469","Ultra-Light Monitor","Compact design",12.97,571.05
"PR00470","Advanced Gaming Chair","Compact design",6.06,50.97
"PR00471","Gaming Printer","Compact design",9.68,875.56
"PR00472","Slim Smart Glasses","Energy efficient",7.68,932.39
"PR00473","Solar Desk Lamp","User-friendly",18.41,372.49
"PR00474","HD Smart Speaker","Energy efficient",18.15,483.79
"PR00475","Wireless Keyboard","Compact design",7.24,309.25
"PR00476","Foldable Mouse","Eco-friendly",7.94,453.9
"PR00477","Eco Printer","Innovative technology",18.78,666.54
"PR00478","Mini Tablet","Innovative technology",10.43,815.42
"PR00479","Slim Action Cam","Eco-friendly",1.74,802.22
"PR00480","Rugged Smart Speaker","Energy efficient",18.87,737.38
"PR00481","Noise-Cancelling eReader","High quality",8.38,917.83
"PR00482","Wireless Camera","Ergonomic",17.48,592.23
"PR00483","HD Headphones","Innovative technology",14.66,832.89
"PR00484","Dual-Screen Recorder","Sleek and modern",19.48,321.78
"PR00485","High-Speed Fitness Tracker","Versatile use",15.87,587.52
"PR00486","Touch Smart Speaker","High quality",15.65,440.67
"PR00487","Ergonomic Desk Lamp","Energy efficient",9.04,209.64
"PR00488","High-Resolution Recorder","Compact design",17.98,451.17
"PR00489","Retro Headphones","Innovative technology",4.13,402.22
"PR00490","Eco VR Headset","Compact design",7.33,674.43
"PR00491","Retro Tablet","Versatile use",16.99,350.27
"PR00492","Magnetic VR Headset","High quality",6.59,61.33
"PR00493","Smart Tablet","Compact design",5,880.84
"PR00494","Compact Printer","Versatile use",3,101.42
"PR00495","Pro Keyboard","Eco-friendly",4.4,667.66
"PR00496","Ultra-Light Console","Compact design",15.79,330.97
"PR00497","Rugged Fitness Tracker","Eco-friendly",0.54,523.82
"PR00498","High-Performance Smart Glasses","Energy efficient",8.87,718.02
"PR00499","Premium Earbuds","High quality",16.48,281.37
"PR00500","Mini Smart Glasses","User-friendly",18.88,830.22
"PR00501","Noise-Cancelling Keyboard","Durable",15.58,395.28
"PR00502","Touch Headphones","Sleek and modern",17.38,677.75
"PR00503","Slim External Hard Drive","Sleek and modern",18.4,40.75
"PR00504","Touch Action Cam","Energy efficient",2.5,194.58
"PR00505","Sleek Tablet","User-friendly",14.29,626.66
"PR00506","Advanced Smart Glasses","High quality",12.61,207.46
"PR00507","Lite Drone","Ergonomic",18.12,18.96
"PR00508","Rugged Drone","Energy efficient",18.06,252.55
"PR00509","Ultra Console","Versatile use",12.98,524.76
"PR00510","SD Fitness Tracker","Eco-friendly",9.08,61.7
"PR00511","Retro Smartphone","Versatile use",8.24,522.87
"PR00512","Eco Gaming Chair","Ergonomic",11.98,850.69
"PR00513","Mini Headphones","Durable",3.06,516.4
"PR00514","Touch Smartwatch","Versatile use",15.07,647.38
"PR00515","Retro VR Headset","Sleek and modern",10.32,824.76
"PR00516","High-Resolution Camera","Ergonomic",9.98,156.65
"PR00517","Heavy-Duty Earbuds","Sleek and modern",4.14,933.91
"PR00518","Ultra Recorder","Innovative technology",3.68,915.35
"PR00519","Budget Camera","Versatile use",17.41,543.4
"PR00520","Rugged Drone","Energy efficient",0.7,265.37
"PR00521","Compact Router","Energy efficient",18.19,18.03
"PR00522","Multi-Function Headphones","Sleek and modern",11.13,280.84
"PR00523","Compact Monitor","Energy efficient",4.55,972.16
"PR00524","Portable Monitor","High quality",11.35,335.52
"PR00525","Waterproof Tablet","User-friendly",18.31,424.77
"PR00526","Smart Smart Glasses","Durable",11.48,240.43
"PR00527","Premium Printer","Versatile use",14.36,922.96
"PR00528","High-Speed Headphones","Energy efficient",6.51,385.77
"PR00529","Ergonomic Gaming Chair","User-friendly",2.37,153.36
"PR00530","High-Resolution eReader","Versatile use",3.57,918.61
"PR00531","AI-Powered VR Headset","Eco-friendly",3.52,457.56
"PR00532","High-Speed Gaming Chair","Versatile use",16.63,77.72
"PR00533","SE Headphones","Ergonomic",18.33,928.16
"PR00534","Premium Recorder","Energy efficient",9.36,682.23
"PR00535","Solar Smart Speaker","Compact design",14.71,924.97
"PR00536","Retro Smartphone","Sleek and modern",8.08,593.42
"PR00537","Waterproof Smartwatch","Innovative technology",18.91,27.37
"PR00538","Ultra Earbuds","Energy efficient",3.53,505.03
"PR00539","Eco Drone","Ergonomic",4.37,730.29
"PR00540","Pro VR Headset","Ergonomic",2.4,776.51
"PR00541","Eco Printer","Innovative technology",16.92,149.99
"PR00542","Ergonomic Headphones","Ergonomic",4.86,246.41
"PR00543","SE Headphones","Sleek and modern",9.71,355.58
"PR00544","Eco Power Bank","Innovative technology",1.56,927.07
"PR00545","Vintage Keyboard","Compact design",3.03,929.25
"PR00546","Ergonomic Mouse","Ergonomic",12.89,137.62
"PR00547","Advanced Fitness Tracker","Innovative technology",17.52,87.03
"PR00548","Lite Mouse","Versatile use",1.59,393.07
"PR00549","Budget Laptop","Ergonomic",5.12,656.21
"PR00550","Advanced Keyboard","Durable",19.71,758.99
"PR00551","Heavy-Duty Laptop","Eco-friendly",9.5,539.22
"PR00552","Vintage Drone","Innovative technology",17.57,765.97
"PR00553","Touch Gaming Chair","User-friendly",16.83,205.33
"PR00554","Multi-Function Smart Speaker","Energy efficient",9.44,817.32
"PR00555","Solar Laptop","Eco-friendly",0.94,982.34
"PR00556","Eco Console","Durable",1.9,838.92
"PR00557","Noise-Cancelling Tablet","Versatile use",14.89,757.3
"PR00558","Ergonomic Fitness Tracker","Durable",19.3,125.9
"PR00559","Gaming Console","Eco-friendly",3.5,660.17
"PR00560","SD Smartwatch","Energy efficient",15.7,999.81
"PR00561","High-Performance VR Headset","High quality",15.29,573.78
"PR00562","Heavy-Duty Router","High quality",5.69,983.28
"PR00563","AI-Powered Action Cam","Sleek and modern",4.14,433.13
"PR00564","AI-Powered Console","Ergonomic",3.93,526.53
"PR00565","Eco Printer","Compact design",16.6,750.23
"PR00566","SE Printer","Compact design",14.82,467.24
"PR00567","Dual-Screen Console","Ergonomic",10.77,573.33
"PR00568","SD Mouse","Compact design",7.08,668.23
"PR00569","Noise-Cancelling Nintendo","Eco-friendly",8.14,190.17
"PR00570","Gaming Console","Compact design",8.48,712.45
"PR00571","Solar Power Bank","Compact design",4.22,826.66
"PR00572","Vintage Recorder","User-friendly",7.65,591.12
"PR00573","Sleek Earbuds","Innovative technology",11.12,333.92
"PR00574","Rugged eReader","Versatile use",1.1,206.76
"PR00575","High-Speed Gaming Chair","Eco-friendly",15.31,613.5
"PR00576","Solar Power Bank","High quality",17.76,394.68
"PR00577","High-Performance Smartphone","High quality",16.06,615.78
"PR00578","High-Resolution Smart Glasses","Eco-friendly",18.03,47.77
"PR00579","AI-Powered eReader","Sleek and modern",15.85,675.72
"PR00580","High-Speed Drone","High quality",19.57,965.01
"PR00581","Ultra Tablet","Versatile use",1.01,301.92
"PR00582","Foldable Smart Speaker","Sleek and modern",5.3,52.53
"PR00583","SD Earbuds","Sleek and modern",5.18,198.95
"PR00584","Compact Nintendo","Eco-friendly",19.1,593.81
"PR00585","Ergonomic eReader","User-friendly",11.44,123.79
"PR00586","Rugged Mouse","Energy efficient",15.68,947.24
"PR00587","Noise-Cancelling Fitness Tracker","High quality",9.69,11.85
"PR00588","Solar Earbuds","High quality",9.49,217.75
"PR00589","Smart Console","Ergonomic",12.52,861.97
"PR00590","Retro Headphones","Compact design",5.88,337.75
"PR00591","High-Performance Smart Glasses","Innovative technology",5.96,400.89
"PR00592","Touch VR Headset","Ergonomic",5.33,266.11
"PR00593","Eco Smartphone","Compact design",11.04,775.04
"PR00594","High-Resolution Keyboard","High quality",13.89,721.82
"PR00595","Ultra-Light Desk Lamp","Innovative technology",16.71,447.88
"PR00596","Sleek Router","Compact design",9.43,977.76
"PR00597","SD External Hard Drive","User-friendly",13.62,963.69
"PR00598","SD Desk Lamp","Versatile use",3.56,500.79
"PR00599","Ergonomic Router","Durable",9.42,790.34
"PR00600","Smart Fitness Tracker","Sleek and modern",2.32,540.25
"PR00601","High-Speed Camera","Innovative technology",14.83,716.28
"PR00602","Sleek VR Headset","Innovative technology",11.39,780.01
"PR00603","Budget Smart Speaker","Energy efficient",18.59,425
"PR00604","High-Speed Recorder","Innovative technology",6.25,406.3
"PR00605","Portable Power Bank","High quality",19.54,53.94
"PR00606","High-Speed Mouse","Energy efficient",15.75,696.48
"PR00607","Touch Tablet","Ergonomic",18.61,44.09
"PR00608","AI-Powered Nintendo","Ergonomic",1.42,13.05
"PR00609","Dual-Screen Recorder","Sleek and modern",16.92,306.91
"PR00610","Smart Gaming Chair","Durable",12.16,527.21
"PR00611","Smart Smart Glasses","Energy efficient",15.94,957.48
"PR00612","Mini Smart Glasses","User-friendly",18.89,502.4
"PR00613","Multi-Function External Hard Drive","Compact design",17.88,685.16
"PR00614","Lite Recorder","Energy efficient",14.65,238.57
"PR00615","High-Resolution Fitness Tracker","Compact design",15.79,13.51
"PR00616","Slim Recorder","Compact design",19.31,371.59
"PR00617","Lite Smartphone","Compact design",5.28,906.12
"PR00618","Lite Camera","Eco-friendly",18.82,274.39
"PR00619","Vintage Earbuds","Compact design",10.9,258.23
"PR00620","Ergonomic Smart Speaker","Ergonomic",12.57,645.27
"PR00621","Multi-Function Smartwatch","Sleek and modern",15.17,635.8
"PR00622","High-Performance Keyboard","Innovative technology",14.25,335.85
"PR00623","High-Performance Fitness Tracker","User-friendly",8.3,623.42
"PR00624","SE External Hard Drive","User-friendly",10.41,694.28
"PR00625","Retro Console","Compact design",8.65,877.98
"PR00626","Sleek External Hard Drive","User-friendly",14.78,792.15
"PR00627","SE Fitness Tracker","Energy efficient",19.72,438.14
"PR00628","High-Resolution Keyboard","Sleek and modern",10.04,942.13
"PR00629","Pro Action Cam","Durable",5.38,323.3
"PR00630","Pro Earbuds","High quality",16.7,257.99
"PR00631","Ultra-Light Camera","Versatile use",3.51,471.72
"PR00632","Pro Desk Lamp","User-friendly",10.59,60.25
"PR00633","Slim eReader","Versatile use",9.69,810.31
"PR00634","Solar Headphones","Versatile use",9.96,519.47
"PR00635","High-Resolution Printer","Energy efficient",14.72,995.58
"PR00636","Premium Smartphone","High quality",14.17,247.3
"PR00637","Retro Smart Glasses","Compact design",17.99,714.89
"PR00638","High-Resolution Drone","Eco-friendly",16.6,578.14
"PR00639","Rugged Power Bank","Compact design",15.43,89.27
"PR00640","Compact Tablet","Ergonomic",13.59,407.99
"PR00641","Sleek Printer","Compact design",8.46,742.55
"PR00642","Magnetic External Hard Drive","Innovative technology",9.2,831.6
"PR00643","Slim Gaming Chair","Versatile use",3.67,122.12
"PR00644","Ergonomic Headphones","Innovative technology",10.86,596.05
"PR00645","Solar Tablet","Energy efficient",12.32,934.25
"PR00646","Gaming Keyboard","Innovative technology",14.48,570.07
"PR00647","Wireless Monitor","Innovative technology",9.53,690.68
"PR00648","Ultra-Light External Hard Drive","High quality",6.85,914.34
"PR00649","Retro Fitness Tracker","Durable",11.88,252.46
"PR00650","Gaming Laptop","Sleek and modern",17.36,754.05
"PR00651","Budget Drone","High quality",17.05,835.81
"PR00652","Foldable Headphones","High quality",12.51,44.27
"PR00653","SE Drone","Ergonomic",5.62,375.72
"PR00654","Rugged Monitor","Energy efficient",15.03,251.47
"PR00655","HD Monitor","Durable",1.87,155.92
"PR00656","Foldable Console","Compact design",0.81,30.69
"PR00657","High-Resolution Nintendo","Durable",13.52,41.39
"PR00658","Heavy-Duty Desk Lamp","High quality",19.39,454.32
"PR00659","Noise-Cancelling Desk Lamp","Ergonomic",15.22,160.36
"PR00660","AI-Powered VR Headset","Eco-friendly",16.32,665.27
"PR00661","Vintage Gaming Chair","Innovative technology",7.21,811.1
"PR00662","Dual-Screen Desk Lamp","Versatile use",6.14,16.41
"PR00663","Vintage Nintendo","Innovative technology",14.4,340.3
"PR00664","Eco Recorder","Innovative technology",2.3,862.97
"PR00665","Premium Keyboard","Ergonomic",10.68,290.78
"PR00666","Retro eReader","Compact design",10.27,110.49
"PR00667","Heavy-Duty Smartwatch","Energy efficient",5.96,455.29
"PR00668","Mini Keyboard","Durable",6.34,430.93
"PR00669","Touch eReader","User-friendly",2.19,223.36
"PR00670","Ultra Headphones","Sleek and modern",13.59,863.98
"PR00671","High-Performance Smartwatch","Durable",12.87,527.91
"PR00672","Wireless Mouse","User-friendly",4.71,747.72
"PR00673","Ergonomic Tablet","Sleek and modern",12.27,149.1
"PR00674","Heavy-Duty VR Headset","Versatile use",17.67,98.85
"PR00675","Magnetic Smartwatch","Ergonomic",12.79,635.64
"PR00676","AI-Powered Router","Ergonomic",13.86,478.87
"PR00677","Premium Headphones","Sleek and modern",6.27,197.76
"PR00678","HD Drone","Compact design",11.19,575.89
"PR00679","Rugged Printer","Innovative technology",9.39,230.81
"PR00680","Rugged Monitor","Energy efficient",7.01,963.59
"PR00681","Retro Printer","Energy efficient",5.6,777.45
"PR00682","Pro Mouse","Versatile use",17.89,607.71
"PR00683","HD eReader","High quality",3.82,806.45
"PR00684","Advanced Gaming Chair","Compact design",17.25,22.74
"PR00685","SD Fitness Tracker","Energy efficient",18.49,870.63
"PR00686","High-Speed Printer","Energy efficient",14.27,750.69
"PR00687","Portable Keyboard","Compact design",1.22,554.66
"PR00688","Compact Gaming Chair","Energy efficient",12.41,485.88
"PR00689","Ultra-Light Mouse","Versatile use",15.6,206.89
"PR00690","Pro Console","Ergonomic",5.64,398.87
"PR00691","Compact VR Headset","Innovative technology",2.89,534.93
"PR00692","Eco Smart Glasses","Ergonomic",12.88,707.78
"PR00693","Slim Laptop","Eco-friendly",6.88,32.76
"PR00694","Wireless Tablet","Compact design",5.85,842.36
"PR00695","Waterproof Smartphone","Energy efficient",1.53,558.79
"PR00696","Rugged Smart Glasses","Innovative technology",3.95,965.71
"PR00697","High-Performance Mouse","Energy efficient",13.83,555.38
"PR00698","Multi-Function Nintendo","High quality",18.25,643.94
"PR00699","Premium Smartphone","Compact design",18.19,655.4
"PR00700","Ultra-Light Headphones","Ergonomic",14.19,247.09
"PR00701","HD Fitness Tracker","Innovative technology",15.16,826.76
"PR00702","Heavy-Duty Console","Sleek and modern",4.43,340.42
"PR00703","Eco Gaming Chair","Compact design",9.26,386.5
"PR00704","Slim VR Headset","Versatile use",4.78,933.65
"PR00705","Solar Desk Lamp","Versatile use",14.92,803.58
"PR00706","Ultra-Light Nintendo","High quality",17.2,875.67
"PR00707","Sleek Gaming Chair","Ergonomic",14.31,564.31
"PR00708","Pro Printer","Ergonomic",6.01,775.65
"PR00709","Noise-Cancelling Console","High quality",8.56,737.25
"PR00710","High-Resolution Recorder","Energy efficient",9.56,706.11
"PR00711","Multi-Function Laptop","Energy efficient",18.14,516.24
"PR00712","Slim Drone","Energy efficient",2.11,305.13
"PR00713","Smart Camera","Innovative technology",12.35,941.99
"PR00714","Sleek Desk Lamp","Ergonomic",17.68,43.47
"PR00715","HD Desk Lamp","Versatile use",1.62,134.91
"PR00716","Dual-Screen VR Headset","Durable",3.26,342.54
"PR00717","High-Resolution VR Headset","High quality",9.33,525.45
"PR00718","Touch Smartphone","Innovative technology",5.44,139.73
"PR00719","Pro Gaming Chair","Sleek and modern",17.68,534.48
"PR00720","SD VR Headset","Ergonomic",3.89,762.8
"PR00721","Multi-Function Laptop","Versatile use",2.69,343.6
"PR00722","Solar Laptop","User-friendly",10.98,952.92
"PR00723","Compact Tablet","High quality",13.3,225.67
"PR00724","Heavy-Duty Console","User-friendly",8.24,256.19
"PR00725","Retro Laptop","Innovative technology",13.22,634.18
"PR00726","Wireless Smartwatch","Versatile use",10.79,707.24
"PR00727","Lite External Hard Drive","Sleek and modern",10.33,487.7
"PR00728","Dual-Screen Smartphone","Innovative technology",19.35,142.94
"PR00729","Foldable External Hard Drive","Compact design",4.01,125.81
"PR00730","Vintage Camera","Innovative technology",3.34,417.03
"PR00731","HD Laptop","Energy efficient",9.65,626.8
"PR00732","HD VR Headset","Innovative technology",16.91,939.53
"PR00733","Mini Router","Compact design",1.63,383.78
"PR00734","Smart Gaming Chair","Ergonomic",3.2,663.35
"PR00735","Foldable Keyboard","High quality",14.76,865.11
"PR00736","Vintage Headphones","Eco-friendly",9.54,603.77
"PR00737","Sleek Console","Innovative technology",4.12,102.82
"PR00738","Sleek Smart Glasses","Energy efficient",9.29,510.25
"PR00739","Rugged Smart Speaker","Energy efficient",5.26,386.28
"PR00740","Noise-Cancelling Printer","Eco-friendly",15.57,76.69
"PR00741","SE Router","Durable",17.93,637.15
"PR00742","Eco Nintendo","Versatile use",15.09,124.95
"PR00743","Pro Printer","Sleek and modern",6.43,49.22
"PR00744","Rugged Console","Compact design",8.43,440.65
"PR00745","Ergonomic Nintendo","Compact design",10.49,804.34
"PR00746","Mini eReader","Energy efficient",8.8,722.14
"PR00747","Foldable Drone","Innovative technology",9.79,63.3
"PR00748","Wireless Earbuds","User-friendly",11.45,318.22
"PR00749","Retro Headphones","Energy efficient",17.49,787.14
"PR00750","Noise-Cancelling Fitness Tracker","High quality",14.13,209.49
"PR00751","Portable Nintendo","Energy efficient",2.72,56.01
"PR00752","Premium Keyboard","Durable",12.12,432.96
"PR00753","Touch Smartphone","High quality",8.7,515.25
"PR00754","Magnetic Monitor","Eco-friendly",7.69,62.73
"PR00755","Dual-Screen Gaming Chair","Compact design",4.5,202.2
"PR00756","Multi-Function Laptop","Energy efficient",16.2,473.42
"PR00757","HD Tablet","Eco-friendly",14.4,803.98
"PR00758","AI-Powered VR Headset","Durable",13.08,295.32
"PR00759","Ultra-Light Action Cam","Versatile use",15.6,144.53
"PR00760","SD Smartwatch","Energy efficient",3.54,802.61
"PR00761","Waterproof Power Bank","Durable",3,164.82
"PR00762","SD Laptop","Durable",18.8,52.17
"PR00763","Gaming Printer","Ergonomic",13.12,633.37
"PR00764","Gaming Fitness Tracker","Energy efficient",9.04,186.07
"PR00765","Foldable Recorder","Innovative technology",18,135.53
"PR00766","Lite External Hard Drive","Durable",2.64,922.99
"PR00767","Gaming Laptop","Sleek and modern",9.81,567.37
"PR00768","Gaming Nintendo","Energy efficient",11.89,336.98
"PR00769","Sleek Fitness Tracker","Durable",11.1,753.98
"PR00770","HD Recorder","High quality",6.55,889.64
"PR00771","Mini Headphones","Sleek and modern",11.43,37.39
"PR00772","Premium Desk Lamp","Innovative technology",8.55,935.84
"PR00773","Solar Action Cam","Sleek and modern",7.23,910.17
"PR00774","Noise-Cancelling Smartwatch","Ergonomic",17.82,924.02
"PR00775","High-Performance Mouse","User-friendly",5.88,25.59
"PR00776","Retro Desk Lamp","Eco-friendly",4.41,505.74
"PR00777","Heavy-Duty External Hard Drive","Innovative technology",6.14,180.25
"PR00778","Mini Tablet","Energy efficient",18.73,734.47
"PR00779","Ultra Monitor","Compact design",11.06,77.15
"PR00780","Compact Keyboard","User-friendly",13.85,721.01
"PR00781","Noise-Cancelling Monitor","Eco-friendly",19.59,923.12
"PR00782","Waterproof Earbuds","Versatile use",3.09,288.59
"PR00783","High-Resolution Laptop","Eco-friendly",1.36,452.86
"PR00784","Multi-Function External Hard Drive","User-friendly",12.76,136.39
"PR00785","Multi-Function Power Bank","Energy efficient",18.05,55.51
"PR00786","Ergonomic Mouse","Ergonomic",19.05,585.22
"PR00787","Magnetic Drone","User-friendly",13.79,505.81
"PR00788","Multi-Function Console","Versatile use",11.88,152.66
"PR00789","Budget Camera","Sleek and modern",0.99,121.27
"PR00790","Vintage Router","Versatile use",5.18,734.55
"PR00791","Foldable eReader","Innovative technology",8.21,736.14
"PR00792","Ergonomic Power Bank","Sleek and modern",0.65,117.83
"PR00793","Rugged Mouse","Ergonomic",0.63,233.76
"PR00794","Ultra-Light Laptop","Compact design",3.7,948.9
"PR00795","Eco Earbuds","High quality",14.72,18.34
"PR00796","Touch Mouse","Innovative technology",16.87,157.95
"PR00797","Lite Smartwatch","High quality",16.06,746.31
"PR00798","Lite Action Cam","Innovative technology",17.05,340.07
"PR00799","Foldable External Hard Drive","Versatile use",10.89,761.88
"PR00800","Mini Console","Compact design",6.8,298.43
"PR00801","HD Keyboard","Ergonomic",17.62,120.12
"PR00802","Touch Smart Speaker","User-friendly",12.36,81.48
"PR00803","Vintage Fitness Tracker","Versatile use",7.01,972.69
"PR00804","High-Performance External Hard Drive","User-friendly",4.99,198.82
"PR00805","Budget Drone","Versatile use",18.7,25.3
"PR00806","Premium Earbuds","Energy efficient",2.92,327.55
"PR00807","Premium Nintendo","Versatile use",11.13,858.95
"PR00808","Wireless Smartphone","Versatile use",17.08,757.79
"PR00809","Smart Console","Versatile use",14,502.75
"PR00810","Noise-Cancelling Camera","Ergonomic",18.95,827.72
"PR00811","Multi-Function Power Bank","Versatile use",6.17,759.21
"PR00812","SD Nintendo","Eco-friendly",11.12,643
"PR00813","Touch Monitor","Ergonomic",9.41,186.84
"PR00814","AI-Powered Recorder","High quality",12.23,460.9
"PR00815","Solar Desk Lamp","High quality",9.69,932.02
"PR00816","Ultra Gaming Chair","Innovative technology",16.09,225.77
"PR00817","Foldable Mouse","Ergonomic",10.52,529.42
"PR00818","Magnetic Console","Compact design",4.91,369.33
"PR00819","Ultra-Light Power Bank","Energy efficient",19.25,202.28
"PR00820","Compact eReader","Innovative technology",3.49,14.52
"PR00821","Vintage eReader","Innovative technology",3.57,858.23
"PR00822","Dual-Screen Console","Durable",16.93,883.83
"PR00823","Touch Drone","Versatile use",12.27,445.99
"PR00824","Noise-Cancelling Nintendo","Innovative technology",3.29,701.08
"PR00825","Rugged Headphones","Versatile use",17.98,298.43
"PR00826","Vintage VR Headset","Compact design",19.56,226.25
"PR00827","AI-Powered Monitor","Sleek and modern",0.88,668.78
"PR00828","Ergonomic Desk Lamp","High quality",11.74,575.77
"PR00829","Portable Drone","User-friendly",5.92,812.04
"PR00830","Waterproof Camera","Eco-friendly",15.14,826.23
"PR00831","Portable Smartwatch","Energy efficient",19.56,761.12
"PR00832","Multi-Function Smartphone","High quality",9.93,167.16
"PR00833","Solar Smart Speaker","Innovative technology",0.75,255.96
"PR00834","Gaming Earbuds","Energy efficient",18.03,305.88
"PR00835","AI-Powered External Hard Drive","Eco-friendly",15.05,810.81
"PR00836","Foldable Smart Speaker","Energy efficient",19.34,145.07
"PR00837","Vintage Recorder","Durable",3.7,965.53
"PR00838","High-Speed Desk Lamp","User-friendly",13.63,709.91
"PR00839","Rugged VR Headset","Energy efficient",9.54,317.55
"PR00840","Compact VR Headset","User-friendly",2.9,573.23
"PR00841","Multi-Function Fitness Tracker","Versatile use",3.56,75.4
"PR00842","Ultra-Light Laptop","Durable",2.94,118.59
"PR00843","Pro eReader","Energy efficient",3.08,224.72
"PR00844","High-Resolution Keyboard","Eco-friendly",0.64,152.66
"PR00845","Wireless Drone","Sleek and modern",1.42,66.33
"PR00846","Sleek Router","Eco-friendly",3.25,819.13
"PR00847","Foldable Camera","Innovative technology",4.16,766.67
"PR00848","Dual-Screen Router","Durable",4.88,953.65
"PR00849","Wireless Drone","Durable",19.61,127.94
"PR00850","SE Nintendo","High quality",16.7,796.99
"PR00851","Budget Fitness Tracker","Innovative technology",11.15,400.77
"PR00852","Touch Power Bank","Compact design",14.35,332.75
"PR00853","SE Laptop","Versatile use",6.84,187.57
"PR00854","AI-Powered Keyboard","Versatile use",12.12,683.3
"PR00855","Wireless Tablet","User-friendly",3.47,41.36
"PR00856","SD Action Cam","Eco-friendly",8.24,994.86
"PR00857","Eco Recorder","Ergonomic",17.44,61.45
"PR00858","AI-Powered Smartphone","Compact design",10.08,260.06
"PR00859","Noise-Cancelling Smartphone","Sleek and modern",6.66,157.41
"PR00860","Solar Camera","Energy efficient",10.38,962.02
"PR00861","Vintage Router","High quality",5.41,348.47
"PR00862","Smart Smart Glasses","Sleek and modern",7.13,489.56
"PR00863","Budget Nintendo","Durable",11.48,697.8
"PR00864","Wireless Drone","Sleek and modern",12.06,644.33
"PR00865","Magnetic Mouse","Durable",4.37,615.45
"PR00866","High-Speed Smartwatch","Eco-friendly",11.61,540.29
"PR00867","Portable Smartwatch","Eco-friendly",9.67,383.34
"PR00868","Waterproof Laptop","Innovative technology",7.51,731.19
"PR00869","SD Laptop","Durable",2.78,754.99
"PR00870","Smart Earbuds","Innovative technology",12.37,665.33
"PR00871","Foldable Printer","Energy efficient",19.21,558.82
"PR00872","SD Printer","Ergonomic",10.67,164.96
"PR00873","Advanced Earbuds","Energy efficient",4.42,851.72
"PR00874","Rugged Nintendo","Sleek and modern",5.75,617.25
"PR00875","Slim Desk Lamp","Durable",19.24,908.18
"PR00876","High-Performance eReader","Eco-friendly",0.52,683.59
"PR00877","Heavy-Duty Smartwatch","High quality",5.83,273.42
"PR00878","Budget Camera","Energy efficient",9.29,793.67
"PR00879","Eco External Hard Drive","Sleek and modern",0.54,776.95
"PR00880","Touch eReader","High quality",17.09,942.77
"PR00881","Sleek Recorder","User-friendly",5.2,86.87
"PR00882","HD Earbuds","Innovative technology",17.55,213.01
"PR00883","SD Action Cam","Innovative technology",18.4,563.89
"PR00884","HD External Hard Drive","Ergonomic",17.9,703.81
"PR00885","High-Speed Laptop","Innovative technology",15.1,474.83
"PR00886","High-Speed Action Cam","Versatile use",19.68,451.3
"PR00887","Advanced Printer","Compact design",2.97,625.81
"PR00888","Portable Gaming Chair","Sleek and modern",9.57,864.45
"PR00889","Retro Earbuds","Compact design",3.65,996.89
"PR00890","SE Monitor","Energy efficient",15.8,828.77
"PR00891","Noise-Cancelling Nintendo","High quality",4.31,851.43
"PR00892","Budget Headphones","Durable",16.36,894.74
"PR00893","Heavy-Duty Smartphone","Durable",1.9,515.21
"PR00894","Premium Monitor","High quality",9.77,783.65
"PR00895","Waterproof Camera","Eco-friendly",7.56,587.17
"PR00896","Dual-Screen Router","Sleek and modern",13.19,113.31
"PR00897","Slim Gaming Chair","Energy efficient",9.66,770.31
"PR00898","Slim Recorder","User-friendly",11.62,380.18
"PR00899","Sleek Action Cam","Innovative technology",6.55,445.28
"PR00900","High-Speed Gaming Chair","User-friendly",16.44,370.43
"PR00901","Portable Nintendo","Ergonomic",10.99,164.59
"PR00902","Vintage External Hard Drive","Durable",12.31,825.84
"PR00903","Lite Monitor","Versatile use",17.42,927.17
"PR00904","Rugged External Hard Drive","High quality",9.75,640.8
"PR00905","Mini Headphones","Sleek and modern",1.12,951.18
"PR00906","Ultra Power Bank","Ergonomic",2.1,510.41
"PR00907","High-Resolution Smart Glasses","High quality",16.19,43.93
"PR00908","Eco Keyboard","High quality",14.76,781.48
"PR00909","Dual-Screen eReader","Compact design",15.04,905.77
"PR00910","Smart Console","Ergonomic",13.37,591.2
"PR00911","Pro Console","Sleek and modern",3.36,708.81
"PR00912","High-Resolution VR Headset","Innovative technology",2.74,606.45
"PR00913","Ergonomic Smart Glasses","Eco-friendly",13.53,78.12
"PR00914","Lite Smartphone","Sleek and modern",2.92,899.72
"PR00915","Magnetic Keyboard","Durable",5.55,183.01
"PR00916","Mini Action Cam","User-friendly",18.75,356.26
"PR00917","High-Resolution Fitness Tracker","High quality",10.33,232.72
"PR00918","SE External Hard Drive","High quality",14.26,705.33
"PR00919","Premium Mouse","Innovative technology",14.54,167.41
"PR00920","Compact Monitor","User-friendly",14.67,913.72
"PR00921","Ergonomic Power Bank","Eco-friendly",7.57,366.86
"PR00922","Retro Headphones","User-friendly",5.27,460.78
